hash,time,message
2f51951,2009-06-18 20:19:45,Added some comments to the Makefile.
7b3c83a,2009-06-18 20:27:43,"Assume lower case ""/usr/local/openmm"" as the install directory."
14f17de,2009-06-18 20:52:57,- Moved the workshop powerpoint slides from Zephyr to OpenMM/examples directory. - updated the Readme file
da52d3a,2009-06-18 22:15:25,API changes to support variable time step integrators
f4aa187,2009-06-18 22:38:07,Removed BrookPlatform.cpp -- no longer used
373637c,2009-06-18 23:34:24,Fixed memory leaks in reference GBSA code
110ebbd,2009-06-19 00:00:32,Added FCPPLIBS variable in makefile to accommodate systems where the fortran compiler needs some extra libraries to link with C++. Also added a Makefile.mac with a possible good library combo.
e1656dc,2009-06-19 00:22:53,Add a dependency for Fortran builds.
b292cfc,2009-06-19 19:17:41,One of loops in reference GBSA/OBC code was missing tests for periodic bndy conditions  cutoff  ...
9b3f1b0,2009-06-22 20:55:39,Polished the slide show for the examples.
eb6ebc4,2009-06-22 20:58:44,Minor tweak.
09786e4,2009-06-23 20:04:13,Created VariableVerletIntegrator
1b705ba,2009-06-23 21:56:58,Minor cleanups to VariableVerletIntegrator
1ef6e1d,2009-06-23 22:05:48,Fixed incorrect documentation in Integrator.
3749e84,2009-06-24 00:51:00,Various cleanups to integration code
c5329db,2009-06-25 05:03:24,"Fixed some portability problems that show up in - MingW  where ""WIN32"" is set by CMake but the compiler is not Microsoft's (should use _MSC_VER) in that case  and - in gcc 4.4 which is fussy about some issues that earlier versions were silent about  such as passing a string constant to a ""char*"" rather than a ""const char*"". I also fixed a syntax error in CMakeLists that showed up in the OpenMM workshop for some unknown reason."
4eb99b8,2009-06-25 18:38:54,Tweak the examples Makefile to be more robust.
9cad8b2,2009-06-25 22:27:50,Improved algorithm for VariableVerletIntegrator
c8a984f,2009-06-25 23:20:52,Checkpoint: added HarmonicBond  HarmonicAngle  and PeriodicTorsion to C Wrappers so these can be accessed from the Fortran Module per Mark Williamson's request for Amber.
513303d,2009-06-26 00:05:55,Fortran Module now has bonded interface and more complete nonbond interface (untested).
5b5ec4c,2009-06-26 01:35:50,Adding BrookPlatform back in -- deleted wrong file earlier Fixed getTime() calls in _openMMBrookInterface() Based on Sherm's suggestions: changed '#ifdef WIN32' to '#ifdef WIN32 _MSC_VER  reordered include files so that system files after OpenMM files all include files should be C++ files now (as opposed to C files (<math.h> -> <cmath>
a1b2fd3,2009-06-26 21:36:17,Created CUDA implementation of VariableVerletIntegrator
b002cf1,2009-06-26 23:54:51,A change that should have been part of the last commit  but was deleted by Subversion
0fcada2,2009-06-27 00:11:44,Now works with Intel Fortran if you know the right incantations for linking.
9acf100,2009-06-27 00:12:42,Another file that got deleted by Subversion
7616a96,2009-06-28 00:18:45,More wrappers.
83e5bc3,2009-06-29 15:55:25,Modify Fortran examples to reflect signature changes.
e0dbe15,2009-06-29 15:56:37,Missed one.
a85f524,2009-06-29 16:17:00,Simplified object type declarations requiring change to Fortran examples.
38d293e,2009-06-29 18:32:24,Added an NMake file for command line building with Microsoft CL and Intel Fortran.
8bb0400,2009-06-29 18:46:47,Added some Intel Fortran instructions  deleted obsolete Mac-specific makefile.
38e8a8b,2009-06-29 19:32:26,Optimization to variable Verlet integrator
32f1c09,2009-06-29 20:52:07,"Top level CMakeLists: got rid of ""if hell is frozen over"" code  eliminated some CMake warnings. Examples: now builds CWrappers as a library  modified C builds to use it  added visual studio project to build Argon example in Fortran. System.h: addForce() wasn't returning the index."
dee9f78,2009-06-29 20:55:06,Updated VS solution for Argon in C to use the CWrapper library.
86a4bab,2009-06-29 21:13:47,Force CMake to include C++ libraries when building a static C main program.
96f3680,2009-06-30 00:15:30,Fixed CUDA implementation of O(n^3/2) Ewald
8382f88,2009-06-30 16:39:22,Fix OSX link problem for C examples as reported by Kim Branson.
530e4ea,2009-06-30 17:14:36,Cleaned up a few details of the Ewald code
705ec54,2009-06-30 21:51:47,Optimizations to Ewald summation (in progress)
df7f942,2009-07-01 18:10:29,Added wrappers for AndersenThermostat.
cfafe7f,2009-07-01 18:10:55,"Added missing ""const""."
9eb0277,2009-07-01 18:40:25,Optimizations to Ewald summation
83d5792,2009-07-02 18:21:24,Automatically select Ewald parameters based on error tolerance
a5f8fb3,2009-07-02 20:37:00,Bug fix to selection of Ewald parameters
c66dd5a,2009-07-07 16:00:42,Implemented the PME method in the reference platform.
9655072,2009-07-07 20:02:30,"Added a ""replace"" flag to NonbondedForce::addException()"
8469bd0,2009-07-07 21:58:41,Changed to BSD license for the fftpack files
2669ec5,2009-07-07 22:04:21,
63539a8,2009-07-07 22:30:41,Changed to a public domain license for the fftpack files
3adfe31,2009-07-08 00:13:20,Implemented VariableVerletIntegrator::stepTo()
12dddb6,2009-07-08 15:37:15,Added a dummy argument to constructors in Fortran examples because Mark Williamson's compiler didn't like them with no argument.
d1b148c,2009-07-09 21:40:58,Removed wrong include line in openmmapi/src/NonbondedForce.cpp
4890b56,2009-07-09 21:59:15,Set flag set for static compile of OpenMMCuda on Windows (cudpp references in *cu files)
de099a0,2009-07-09 21:59:31,Set flag set for static compile of OpenMMCuda on Windows (cudpp references in *cu files)
bf2a390,2009-07-09 22:49:23,Minor API changes
e391509,2009-07-10 16:00:57,Fix some MSVC compiler warnings and a bug in the MSVC case for getDefaultPluginsDirectory().
4cde8c5,2009-07-10 16:36:39,Fixed some MSVC conversion warnings and moved method-local inclusion of pme.h up to start of LJ file -- it wouldn't compile when included locally due to attempt to match extern binding with anonymous struct type.
e16784d,2009-07-10 21:53:03,Fixed a bug in Platform::getDefaultPluginsDirectory() introduced by earlier checkin
952cfb5,2009-07-10 21:59:31,Created VariableLangevinIntegrator
fa2c419,2009-07-10 22:50:17,Changed a few method signatures to make them easier to wrap
bf3a4db,2009-07-10 23:07:35,Changed a few method signatures to make them easier to wrap
5affec2,2009-07-11 00:06:20,
dfd1458,2009-07-14 19:50:01,Began writing OpenMM Theory Guide
e06e0ea,2009-07-14 19:52:19,Fixed bugs in AndersenThermostat and CMMotionRemover
95b8dbd,2009-07-14 21:13:58,Allow the user to specify the reaction field dielectric constant
a402046,2009-07-14 21:46:06,Renamed OpenMMContext to Context
e9af706,2009-07-14 22:08:29,Fixed bug in CUDA VariableVerletIntegrator
5510508,2009-07-15 15:34:02,Add include file for time().
310d260,2009-07-15 15:44:57,Eliminate some double->float warnings in VC++.
8c94556,2009-07-15 16:55:47,Added SigmaPerVdwRadius and VdwRadiusPerSigma and removed bootleg declarations from examples.
a11f058,2009-07-15 17:17:54,Continuing to write theory guide
b203877,2009-07-16 00:05:14,Renamed two files
d147fc2,2009-07-16 19:17:56,Created API for platform-specific properties.  CudaPlatform has a property for setting the device.
bb2c5f8,2009-07-16 20:38:53,Fixed an error in the reference implementation of VariableLangevinIntegrator
351f645,2009-07-17 00:14:22,Avoid setting the device multiple times
68e02e8,2009-07-17 13:17:52,Combined the Ewald and PME routines into a single one and added calculation of vdW interactions.
bc00090,2009-07-17 18:23:15,Created CUDA implementation of VariableLangevinIntegrator
ce24d1b,2009-07-17 21:38:03,First checkin of scripts to generate C wrappers
add210d,2009-07-20 20:18:39,Wrote GBSA section for theory guide
6545267,2009-07-21 19:47:31,Created scripts for generating Fortran wrappers
259cb45,2009-07-23 00:47:23,Creating expression parsing library for use in custom forces
c6c034b,2009-07-23 18:08:45,Upgrade examples to track Peter's automatically-generated C and Fortran bindings. These are still using a snapshot of the wrappers  slightly hand modified  but they are much closer to the final ones now. When the automated ones are ready and part of the build  these checked-in ones will no longer be necessary.
32e98eb,2009-07-23 18:12:58,Fix Makefile to use upgraded wrappers.
b34864f,2009-07-23 18:46:19,Implemented ParsedExpression::optimize().  Also added lots of comments.
6681292,2009-07-23 18:47:37,Fix Makefile to set gfortran flag that allows lines of any length to accommodate the machine-generated Fortran module.
ae051ee,2009-07-23 19:41:48,Fixed some bugs in the Fortran wrappers
8f8f078,2009-07-23 20:32:10,Updated examples and snapshot of wrappers to what I think is their final form. Fortran no longer uses a RuntimeObjects structure  instead it passes around an opaque handle directly to the Context.
344805a,2009-07-23 21:33:07,copyAndPadString() is now static
6f67100,2009-07-23 23:17:21,Added notes regarding Gbsa OBC calculation for future generations
4aabb90,2009-07-23 23:30:14,Implemented differentiation.  Also added lots more optimizations.
e1eb435,2009-07-24 20:35:35,Implemented ExpressionProgram
b3f4c0f,2009-07-24 20:41:22,Modified wrapper generators to hide a few more methods
119fb95,2009-07-24 23:14:22,Implemented custom function
95fa837,2009-07-25 00:05:56,Implemented more optimizations
836cb6c,2009-07-25 00:44:10,Fixed a memory leak
20cdc7c,2009-07-25 01:06:40,Fixed a memory leak
09b70ba,2009-07-27 19:53:34,Change to hopefully fix compilation error
f48b886,2009-07-28 19:29:18,Created a CudaPlatform property for specifying whether CUDA should sync or spin loop while waiting for results
e72fc10,2009-07-28 19:44:08,Reorganized headers for Lepton.
a63645c,2009-07-29 17:48:49,Created CustomNonbondedForce  including reference implementation.
2497729,2009-07-29 22:13:43,Changed default for CudaUseBlockingSync property to true.
e07b8c9,2009-07-30 20:19:12,Created CMake script for generating API wrappers.  Also updated the wrapper scripts to handle vector<double>.
dad2207,2009-07-30 22:15:17,CustomNonbondedForce supports named parameters  global parameters  more flexible combining rules
9d0684d,2009-07-30 23:15:55,Fixed some compilation and Valgrind warnings
195a36f,2009-07-31 19:57:03,Forced computation of dot product used in computing angles to be done in double precision  acos() is very steep for angles near pi and single precison was giving disagreement w/ corresponding Gromacs values (discrepancies of the order of ~1.0)
3ea5387,2009-08-03 19:55:01,Fixed a parsing bug
d099819,2009-08-03 21:08:52,Global parameters defined by CustomNonbondedForce can have default values
021236b,2009-08-03 23:32:37,Fixed some memory errors found by Valgrind
364130a,2009-08-03 23:33:04,Converted some constants from doubles to floats
c9bf6ee,2009-08-06 00:56:51,Began CUDA implementation of CustomNonbondedForce
3bcccc3,2009-08-06 20:22:25,Fixed mamory leak caused by missing pme_destroy call in the PME reference implementation.
2d8e668,2009-08-06 21:38:58,Added one optimization  plus fixed a bug.
559cf7c,2009-08-07 17:18:21,Fixed a bug
fdc7cc0,2009-08-07 18:30:39,All energies existing in Preview Release 3 now run on the GPU  new Ewald energy terms still use Reference implementation
a534f1b,2009-08-07 22:00:36,Continuing CUDA implementation of CustomNonbondedForce
0541e74,2009-08-08 00:01:19,Simplified and optimized calculation of energies
571d662,2009-08-10 19:57:50,Improved numerical precision of SETTLE
673b555,2009-08-10 21:14:13,Fixed error simulating very large systems (see bug 896)
a346489,2009-08-11 00:22:45,Continuing CUDA implementation of CustomNonbondedForce
47d2fa7,2009-08-11 00:54:58,Missing addition sign for 14LJ energy (nonbondedMethod == NO_CUTOFF)
78c26f7,2009-08-11 18:46:06,Completed CUDA implementation of CustomNonbondedForce
12737ef,2009-08-11 21:37:54,Implemented CUDA calculation for Ewald energy
4e14190,2009-08-12 00:20:10,Added Ewald test (same as Cuda version)
76fd2d1,2009-08-12 00:30:38,Bug fix
41bc0b2,2009-08-12 18:41:30,Optimizations to CustomNonbondedForce
e5c065d,2009-08-12 22:13:38,Lots of new optimizations in ParsedExpression.optimize().  Also optimized CUDA evaluation of expressions.
8480944,2009-08-14 00:01:35,Bug fixes to Ewald summation
49d1dd3,2009-08-14 20:34:26,Fixed a test failure on certain GPUs
679ca62,2009-08-15 00:25:28,In Ewald SR portion of code  the LJ contribution to dEdR was missing a factor of (inverseR*inverseR)
49aa594,2009-08-17 22:55:17,Changes to fix compilation errors under Windows
ae2a11a,2009-08-18 00:46:53,Added references
a175246,2009-08-18 19:04:59,Fixed errors and warnings under Windows
657a4ee,2009-08-18 23:08:36,fix typo
5a4103d,2009-08-18 23:49:25,Fix typo if Fortran wrapper generation.
661fa97,2009-08-19 00:37:30,The differences in the Ewald energies between the Reference and Cuda platforms were traced to roundoff error in the computation of the Vdw and Coulomb ixns for the short-range energy contribution (verified using double precision in the sum)  the vdw and Coulomb terms are now accumulated separately and then added to the total energy
9438fa8,2009-08-19 15:05:06,"Created #define for LOCAL_HACK_PI to sidestep bug on Windows cuda compiler which ignores ""static const float ..."" variables. In files kCalculateCDLJEwaldFastReciprocal.h  kCalculateCDLJForces.h and kCalculateLocalForces.cu."
bcbc4ee,2009-08-19 16:13:07,Fixed wrapper generation to work on Windows (mostly inolved dllexport issues). Deleted all the old hand-generated wrappers.
0794ef4,2009-08-19 16:17:28,Fix to use uniform file name capitalization so it will work in Linux.
07ba4d9,2009-08-19 16:26:25,Fix double-to-float warnings.
9a985f0,2009-08-19 17:02:37,Minor changes to CMakeLists.txt files for examples.
3cfcd74,2009-08-19 17:11:59,Minor updates to powerpoint presentation on examples.
5fd032e,2009-08-19 17:17:56,C programs no longer need a separate wrapper library to link with.
2364b7f,2009-08-19 17:23:19,Fix bug in Fortran module generation.
dd9f905,2009-08-19 17:30:28,Fixed Fortran Visual Studio project file to grab module file from OpenMM include directory.
38d2bc1,2009-08-19 18:05:27,Fix NMakefile for examples.
64be7b6,2009-08-19 18:48:13,Fixed a bug in identifying molecules
36a9535,2009-08-19 18:48:54,Fixed a bug in the cmake script for generating API wrappers
2e1f2f6,2009-08-19 18:50:09,Updated documentation for preview release 4
3a13250,2009-08-19 19:33:28,Corrected CMakelists.txt error  GCCXML_PATH actually needs to be a FILEPATH  not a PATH Better search for svnversion.exe on Windows
576751b,2009-08-19 19:39:05,Remove trailing blanks from Fortran strings.
aac28a1,2009-08-19 19:47:45,"Move static methods outside extern ""C"" so they can use C++ types."
ce3f742,2009-08-19 19:48:07,Fix memory leak in C examples.
74aff2d,2009-08-19 20:06:09,Fixed error where GCCXML_PATH was hard coded instead of actually searching for a program. Added GCCXML_EXTRA_ARGS variable to work around brittle gccxml incorporation.
1bf94ae,2009-08-19 20:37:56,Fix examples Makefile for Linux.
b04bb22,2009-08-19 20:54:48,Added tests based on parameter files
